user_id,signup_month,month,spend,treatment
14,0,12,380,FALSE
15,8,1,484,TRUE
15,8,2,510,TRUE
15,8,3,472,TRUE
15,8,4,427,TRUE
15,8,5,424,TRUE
15,8,6,420,TRUE
15,8,7,434,TRUE
15,8,8,448,TRUE
15,8,9,525,TRUE
15,8,10,531,TRUE
15,8,11,471,TRUE
15,8,12,476,TRUE
16,0,1,473,FALSE
16,0,2,506,FALSE
16,0,3,487,FALSE
16,0,4,474,FALSE
16,0,5,463,FALSE
16,0,6,423,FALSE
16,0,7,423,FALSE
16,0,8,436,FALSE
16,0,9,427,FALSE
16,0,10,379,FALSE
16,0,11,406,FALSE
16,0,12,329,FALSE
17,0,1,484,FALSE
17,0,2,489,FALSE
17,0,3,434,FALSE
17,0,4,479,FALSE
17,0,5,452,FALSE
17,0,6,465,FALSE
17,0,7,406,FALSE
17,0,8,436,FALSE
17,0,9,390,FALSE
17,0,10,380,FALSE
17,0,11,394,FALSE
17,0,12,384,FALSE
18,0,1,541,FALSE
18,0,2,484,FALSE
18,0,3,461,FALSE
18,0,4,461,FALSE
18,0,5,438,FALSE
18,0,6,408,FALSE
18,0,7,454,FALSE
18,0,8,435,FALSE
18,0,9,421,FALSE
18,0,10,411,FALSE
18,0,11,381,FALSE
18,0,12,367,FALSE
19,0,1,486,FALSE
19,0,2,467,FALSE
19,0,3,493,FALSE
19,0,4,467,FALSE
19,0,5,440,FALSE
19,0,6,418,FALSE
19,0,7,437,FALSE
19,0,8,393,FALSE
19,0,9,418,FALSE
19,0,10,413,FALSE
19,0,11,385,FALSE
19,0,12,381,FALSE
20,2,1,465,TRUE
20,2,2,479,TRUE
20,2,3,587,TRUE
20,2,4,552,TRUE
20,2,5,532,TRUE
20,2,6,538,TRUE
20,2,7,548,TRUE
20,2,8,526,TRUE
20,2,9,478,TRUE
20,2,10,517,TRUE
20,2,11,456,TRUE
20,2,12,472,TRUE
21,0,1,484,FALSE
21,0,2,460,FALSE
21,0,3,458,FALSE
21,0,4,481,FALSE
21,0,5,416,FALSE
21,0,6,401,FALSE
21,0,7,425,FALSE
21,0,8,400,FALSE
21,0,9,468,FALSE
21,0,10,401,FALSE
21,0,11,410,FALSE
21,0,12,435,FALSE
22,0,1,489,FALSE
22,0,2,479,FALSE
22,0,3,481,FALSE
22,0,4,450,FALSE
22,0,5,454,FALSE
22,0,6,409,FALSE
22,0,7,402,FALSE
22,0,8,413,FALSE
22,0,9,412,FALSE
22,0,10,395,FALSE
22,0,11,394,FALSE
22,0,12,383,FALSE
23,2,1,498,TRUE
23,2,2,466,TRUE
23,2,3,599,TRUE
23,2,4,621,TRUE
23,2,5,534,TRUE
23,2,6,557,TRUE
23,2,7,496,TRUE
23,2,8,514,TRUE
23,2,9,509,TRUE
23,2,10,495,TRUE
23,2,11,483,TRUE
23,2,12,469,TRUE
24,5,1,518,TRUE
24,5,2,516,TRUE
24,5,3,504,TRUE
24,5,4,465,TRUE
24,5,5,438,TRUE
24,5,6,526,TRUE
24,5,7,548,TRUE
24,5,8,545,TRUE
24,5,9,512,TRUE
24,5,10,512,TRUE
24,5,11,504,TRUE
24,5,12,463,TRUE
25,0,1,484,FALSE
25,0,2,450,FALSE
25,0,3,474,FALSE
25,0,4,480,FALSE
25,0,5,410,FALSE
25,0,6,431,FALSE
25,0,7,387,FALSE
25,0,8,454,FALSE
25,0,9,431,FALSE
25,0,10,379,FALSE
25,0,11,414,FALSE
25,0,12,385,FALSE
26,0,1,497,FALSE
26,0,2,449,FALSE
26,0,3,466,FALSE
26,0,4,429,FALSE
26,0,5,454,FALSE
26,0,6,437,FALSE
26,0,7,379,FALSE
26,0,8,430,FALSE
26,0,9,416,FALSE
26,0,10,448,FALSE
26,0,11,419,FALSE
26,0,12,389,FALSE
27,6,1,465,TRUE
27,6,2,431,TRUE
27,6,3,509,TRUE
27,6,4,417,TRUE
27,6,5,477,TRUE
27,6,6,431,TRUE
27,6,7,499,TRUE
27,6,8,539,TRUE
27,6,9,534,TRUE
27,6,10,474,TRUE
27,6,11,495,TRUE
27,6,12,500,TRUE
28,0,1,468,FALSE
28,0,2,510,FALSE
28,0,3,486,FALSE
28,0,4,486,FALSE
28,0,5,388,FALSE
28,0,6,425,FALSE
28,0,7,434,FALSE
28,0,8,437,FALSE
28,0,9,418,FALSE
28,0,10,396,FALSE
28,0,11,421,FALSE
28,0,12,392,FALSE
29,1,1,488,TRUE
29,1,2,568,TRUE
29,1,3,587,TRUE
29,1,4,575,TRUE
29,1,5,553,TRUE
29,1,6,516,TRUE
29,1,7,503,TRUE
29,1,8,524,TRUE
29,1,9,482,TRUE
29,1,10,514,TRUE
29,1,11,473,TRUE
29,1,12,475,TRUE
30,0,1,464,FALSE
30,0,2,499,FALSE
30,0,3,462,FALSE
30,0,4,444,FALSE
30,0,5,416,FALSE
30,0,6,453,FALSE
30,0,7,421,FALSE
30,0,8,447,FALSE
30,0,9,396,FALSE
30,0,10,391,FALSE
30,0,11,408,FALSE
30,0,12,365,FALSE
31,11,1,512,TRUE
31,11,2,497,TRUE
31,11,3,460,TRUE
31,11,4,484,TRUE
31,11,5,442,TRUE
31,11,6,465,TRUE
31,11,7,363,TRUE
31,11,8,410,TRUE
31,11,9,409,TRUE
31,11,10,404,TRUE
31,11,11,400,TRUE
31,11,12,522,TRUE
32,10,1,503,TRUE
32,10,2,480,TRUE
32,10,3,446,TRUE
32,10,4,453,TRUE
32,10,5,476,TRUE
32,10,6,445,TRUE
32,10,7,414,TRUE
32,10,8,432,TRUE
32,10,9,432,TRUE
32,10,10,397,TRUE
32,10,11,479,TRUE
32,10,12,493,TRUE
33,3,1,491,TRUE
33,3,2,472,TRUE
33,3,3,510,TRUE
33,3,4,547,TRUE
33,3,5,512,TRUE
33,3,6,538,TRUE
33,3,7,514,TRUE
33,3,8,534,TRUE
33,3,9,528,TRUE
33,3,10,503,TRUE
33,3,11,492,TRUE
33,3,12,434,TRUE
34,0,1,494,FALSE
34,0,2,505,FALSE
34,0,3,490,FALSE
34,0,4,453,FALSE
34,0,5,453,FALSE
34,0,6,417,FALSE
34,0,7,435,FALSE
34,0,8,461,FALSE
34,0,9,367,FALSE
34,0,10,393,FALSE
34,0,11,386,FALSE
34,0,12,371,FALSE
35,0,1,513,FALSE
35,0,2,468,FALSE
35,0,3,444,FALSE
35,0,4,451,FALSE
35,0,5,416,FALSE
35,0,6,440,FALSE
35,0,7,433,FALSE
35,0,8,430,FALSE
35,0,9,373,FALSE
35,0,10,426,FALSE
35,0,11,351,FALSE
35,0,12,359,FALSE
36,0,1,536,FALSE
36,0,2,493,FALSE
36,0,3,439,FALSE
36,0,4,445,FALSE
36,0,5,433,FALSE
36,0,6,466,FALSE
36,0,7,403,FALSE
36,0,8,399,FALSE
36,0,9,419,FALSE
36,0,10,392,FALSE
36,0,11,434,FALSE
36,0,12,373,FALSE
37,0,1,486,FALSE
37,0,2,450,FALSE
37,0,3,470,FALSE
37,0,4,489,FALSE
37,0,5,475,FALSE
37,0,6,489,FALSE
37,0,7,408,FALSE
37,0,8,406,FALSE
37,0,9,422,FALSE
37,0,10,396,FALSE
37,0,11,459,FALSE
37,0,12,375,FALSE
38,5,1,532,TRUE
38,5,2,453,TRUE
38,5,3,446,TRUE
38,5,4,452,TRUE
38,5,5,470,TRUE
38,5,6,555,TRUE
38,5,7,534,TRUE
38,5,8,516,TRUE
38,5,9,534,TRUE
38,5,10,456,TRUE
38,5,11,526,TRUE
38,5,12,505,TRUE
39,3,1,494,TRUE
39,3,2,492,TRUE
39,3,3,452,TRUE
39,3,4,574,TRUE
39,3,5,548,TRUE
39,3,6,512,TRUE
39,3,7,547,TRUE
39,3,8,501,TRUE
39,3,9,506,TRUE
39,3,10,496,TRUE
39,3,11,502,TRUE
39,3,12,491,TRUE
40,7,1,480,TRUE
40,7,2,484,TRUE
40,7,3,480,TRUE
40,7,4,457,TRUE
40,7,5,460,TRUE
40,7,6,417,TRUE
40,7,7,475,TRUE
40,7,8,559,TRUE
40,7,9,493,TRUE
40,7,10,503,TRUE
40,7,11,468,TRUE
40,7,12,491,TRUE
41,0,1,533,FALSE
41,0,2,446,FALSE
41,0,3,482,FALSE
41,0,4,480,FALSE
41,0,5,431,FALSE
41,0,6,434,FALSE
41,0,7,440,FALSE
41,0,8,426,FALSE
41,0,9,430,FALSE
41,0,10,427,FALSE
41,0,11,412,FALSE
41,0,12,369,FALSE
42,0,1,500,FALSE
42,0,2,480,FALSE
42,0,3,499,FALSE
42,0,4,473,FALSE
42,0,5,466,FALSE
42,0,6,434,FALSE
42,0,7,474,FALSE
42,0,8,423,FALSE
42,0,9,402,FALSE
42,0,10,394,FALSE
42,0,11,397,FALSE
42,0,12,377,FALSE
43,0,1,503,FALSE
43,0,2,513,FALSE
43,0,3,521,FALSE
43,0,4,480,FALSE
43,0,5,429,FALSE
43,0,6,455,FALSE
43,0,7,443,FALSE
43,0,8,407,FALSE
43,0,9,426,FALSE
43,0,10,414,FALSE
43,0,11,409,FALSE
43,0,12,359,FALSE
44,2,1,494,TRUE
44,2,2,514,TRUE
44,2,3,565,TRUE
44,2,4,553,TRUE
44,2,5,536,TRUE
44,2,6,533,TRUE
44,2,7,509,TRUE
44,2,8,528,TRUE
44,2,9,507,TRUE
44,2,10,510,TRUE
44,2,11,473,TRUE
44,2,12,488,TRUE
45,0,1,504,FALSE
45,0,2,482,FALSE
45,0,3,476,FALSE
45,0,4,416,FALSE
45,0,5,438,FALSE
45,0,6,419,FALSE
45,0,7,381,FALSE
45,0,8,422,FALSE
45,0,9,403,FALSE
45,0,10,378,FALSE
45,0,11,395,FALSE
45,0,12,401,FALSE
46,0,1,495,FALSE
46,0,2,460,FALSE
46,0,3,452,FALSE
46,0,4,507,FALSE
46,0,5,461,FALSE
46,0,6,469,FALSE
46,0,7,424,FALSE
46,0,8,433,FALSE
46,0,9,410,FALSE
46,0,10,410,FALSE
46,0,11,401,FALSE
46,0,12,392,FALSE
47,2,1,468,TRUE
47,2,2,458,TRUE
47,2,3,549,TRUE
47,2,4,571,TRUE
47,2,5,520,TRUE
47,2,6,494,TRUE
47,2,7,558,TRUE
47,2,8,512,TRUE
47,2,9,456,TRUE
47,2,10,511,TRUE
47,2,11,505,TRUE
47,2,12,470,TRUE
48,10,1,504,TRUE
48,10,2,513,TRUE
48,10,3,442,TRUE
48,10,4,468,TRUE
48,10,5,443,TRUE
48,10,6,456,TRUE
48,10,7,429,TRUE
48,10,8,473,TRUE
48,10,9,403,TRUE
48,10,10,407,TRUE
48,10,11,500,TRUE
48,10,12,486,TRUE
49,0,1,499,FALSE
49,0,2,475,FALSE
49,0,3,464,FALSE
49,0,4,435,FALSE
49,0,5,486,FALSE
49,0,6,514,FALSE
49,0,7,404,FALSE
49,0,8,432,FALSE
49,0,9,401,FALSE
49,0,10,409,FALSE
49,0,11,358,FALSE
49,0,12,358,FALSE
50,10,1,521,TRUE
50,10,2,463,TRUE
50,10,3,501,TRUE
50,10,4,452,TRUE
50,10,5,419,TRUE
50,10,6,467,TRUE
50,10,7,460,TRUE
50,10,8,431,TRUE
50,10,9,405,TRUE
50,10,10,434,TRUE
50,10,11,495,TRUE
50,10,12,464,TRUE
51,0,1,501,FALSE
51,0,2,477,FALSE
51,0,3,462,FALSE
51,0,4,450,FALSE
51,0,5,450,FALSE
51,0,6,507,FALSE
51,0,7,459,FALSE
51,0,8,426,FALSE
51,0,9,414,FALSE
51,0,10,392,FALSE
51,0,11,417,FALSE
51,0,12,357,FALSE
52,2,1,470,TRUE
52,2,2,482,TRUE
52,2,3,529,TRUE
52,2,4,594,TRUE
52,2,5,571,TRUE
52,2,6,511,TRUE
52,2,7,529,TRUE
52,2,8,471,TRUE
52,2,9,497,TRUE
52,2,10,493,TRUE
52,2,11,488,TRUE
52,2,12,508,TRUE
53,4,1,494,TRUE
53,4,2,480,TRUE
53,4,3,459,TRUE
53,4,4,478,TRUE
53,4,5,578,TRUE
53,4,6,545,TRUE
53,4,7,514,TRUE
53,4,8,564,TRUE
53,4,9,543,TRUE
53,4,10,487,TRUE
53,4,11,478,TRUE
53,4,12,515,TRUE
54,7,1,456,TRUE
54,7,2,508,TRUE
54,7,3,446,TRUE
54,7,4,455,TRUE
54,7,5,465,TRUE
54,7,6,406,TRUE
54,7,7,434,TRUE
54,7,8,499,TRUE
54,7,9,505,TRUE
54,7,10,495,TRUE
54,7,11,500,TRUE
54,7,12,483,TRUE
55,0,1,535,FALSE
55,0,2,471,FALSE
55,0,3,498,FALSE
55,0,4,448,FALSE
55,0,5,462,FALSE
55,0,6,428,FALSE
55,0,7,484,FALSE
55,0,8,385,FALSE
55,0,9,433,FALSE
55,0,10,444,FALSE
55,0,11,382,FALSE
55,0,12,408,FALSE
56,0,1,483,FALSE
56,0,2,513,FALSE
56,0,3,452,FALSE
56,0,4,449,FALSE
56,0,5,463,FALSE
56,0,6,480,FALSE
56,0,7,413,FALSE
56,0,8,439,FALSE
56,0,9,433,FALSE
56,0,10,441,FALSE
56,0,11,360,FALSE
56,0,12,359,FALSE
57,0,1,496,FALSE
57,0,2,486,FALSE
57,0,3,502,FALSE
57,0,4,456,FALSE
57,0,5,435,FALSE
57,0,6,438,FALSE
57,0,7,456,FALSE
57,0,8,443,FALSE
57,0,9,436,FALSE
57,0,10,409,FALSE
57,0,11,370,FALSE
57,0,12,382,FALSE
58,4,1,467,TRUE
58,4,2,481,TRUE
58,4,3,481,TRUE
58,4,4,429,TRUE
58,4,5,567,TRUE
58,4,6,564,TRUE
58,4,7,502,TRUE
58,4,8,559,TRUE
58,4,9,489,TRUE
58,4,10,506,TRUE
58,4,11,470,TRUE
58,4,12,481,TRUE
59,2,1,513,TRUE
59,2,2,517,TRUE
59,2,3,553,TRUE
59,2,4,560,TRUE
59,2,5,585,TRUE
59,2,6,528,TRUE
59,2,7,531,TRUE
59,2,8,522,TRUE
59,2,9,489,TRUE
59,2,10,484,TRUE
59,2,11,484,TRUE
59,2,12,480,TRUE
60,8,1,510,TRUE
60,8,2,453,TRUE
60,8,3,411,TRUE
60,8,4,456,TRUE
60,8,5,462,TRUE
60,8,6,473,TRUE
60,8,7,378,TRUE
60,8,8,405,TRUE
60,8,9,485,TRUE
60,8,10,501,TRUE
60,8,11,503,TRUE
60,8,12,481,TRUE
61,4,1,503,TRUE
61,4,2,494,TRUE
61,4,3,448,TRUE
61,4,4,428,TRUE
61,4,5,568,TRUE
61,4,6,532,TRUE
61,4,7,510,TRUE
61,4,8,510,TRUE
61,4,9,518,TRUE
61,4,10,455,TRUE
61,4,11,470,TRUE
61,4,12,467,TRUE
62,0,1,479,FALSE
62,0,2,466,FALSE
62,0,3,490,FALSE
62,0,4,510,FALSE
62,0,5,460,FALSE
62,0,6,430,FALSE
62,0,7,457,FALSE
62,0,8,383,FALSE
62,0,9,424,FALSE
62,0,10,438,FALSE
62,0,11,379,FALSE
62,0,12,380,FALSE
63,0,1,495,FALSE
63,0,2,461,FALSE
63,0,3,482,FALSE
63,0,4,449,FALSE
63,0,5,468,FALSE
63,0,6,433,FALSE
63,0,7,396,FALSE
63,0,8,387,FALSE
63,0,9,413,FALSE
63,0,10,412,FALSE
63,0,11,361,FALSE
63,0,12,385,FALSE
64,0,1,469,FALSE
64,0,2,439,FALSE
64,0,3,450,FALSE
64,0,4,496,FALSE
64,0,5,434,FALSE
64,0,6,419,FALSE
64,0,7,445,FALSE
64,0,8,436,FALSE
64,0,9,399,FALSE
64,0,10,405,FALSE
64,0,11,442,FALSE
64,0,12,393,FALSE
65,10,1,466,TRUE
65,10,2,482,TRUE
65,10,3,471,TRUE
65,10,4,458,TRUE
65,10,5,449,TRUE
65,10,6,401,TRUE
65,10,7,418,TRUE
65,10,8,426,TRUE
65,10,9,384,TRUE
65,10,10,397,TRUE
65,10,11,493,TRUE
65,10,12,502,TRUE
66,4,1,533,TRUE
66,4,2,489,TRUE
66,4,3,482,TRUE
66,4,4,449,TRUE
66,4,5,529,TRUE
66,4,6,544,TRUE
66,4,7,540,TRUE
66,4,8,545,TRUE
66,4,9,542,TRUE
66,4,10,503,TRUE
66,4,11,477,TRUE
66,4,12,476,TRUE
67,0,1,492,FALSE
67,0,2,508,FALSE
67,0,3,459,FALSE
67,0,4,452,FALSE
67,0,5,446,FALSE
67,0,6,455,FALSE
67,0,7,445,FALSE
67,0,8,388,FALSE
67,0,9,413,FALSE
67,0,10,370,FALSE
67,0,11,392,FALSE
67,0,12,374,FALSE
68,2,1,514,TRUE
68,2,2,470,TRUE
68,2,3,579,TRUE
68,2,4,547,TRUE
68,2,5,545,TRUE
68,2,6,585,TRUE
68,2,7,547,TRUE
68,2,8,518,TRUE
68,2,9,482,TRUE
68,2,10,497,TRUE
68,2,11,473,TRUE
68,2,12,460,TRUE
69,0,1,508,FALSE
69,0,2,466,FALSE
69,0,3,488,FALSE
69,0,4,451,FALSE
69,0,5,433,FALSE
69,0,6,472,FALSE
69,0,7,434,FALSE
69,0,8,421,FALSE
69,0,9,416,FALSE
69,0,10,440,FALSE
69,0,11,373,FALSE
69,0,12,399,FALSE
70,2,1,515,TRUE
70,2,2,491,TRUE
70,2,3,583,TRUE
70,2,4,553,TRUE
70,2,5,583,TRUE
70,2,6,588,TRUE
70,2,7,520,TRUE
70,2,8,490,TRUE
70,2,9,548,TRUE
70,2,10,472,TRUE
70,2,11,514,TRUE
70,2,12,477,TRUE
71,10,1,511,TRUE
71,10,2,521,TRUE
71,10,3,470,TRUE
71,10,4,474,TRUE
71,10,5,459,TRUE
71,10,6,421,TRUE
71,10,7,411,TRUE
71,10,8,425,TRUE
71,10,9,392,TRUE
71,10,10,383,TRUE
71,10,11,484,TRUE
71,10,12,513,TRUE
72,0,1,462,FALSE
72,0,2,488,FALSE
72,0,3,473,FALSE
72,0,4,469,FALSE
72,0,5,456,FALSE
72,0,6,452,FALSE
72,0,7,418,FALSE
72,0,8,426,FALSE
72,0,9,400,FALSE
72,0,10,405,FALSE
72,0,11,415,FALSE
72,0,12,378,FALSE
73,0,1,472,FALSE
73,0,2,476,FALSE
73,0,3,446,FALSE
73,0,4,455,FALSE
73,0,5,445,FALSE
73,0,6,494,FALSE
73,0,7,416,FALSE
73,0,8,405,FALSE
73,0,9,375,FALSE
73,0,10,434,FALSE
73,0,11,405,FALSE
73,0,12,355,FALSE
74,7,1,481,TRUE
74,7,2,499,TRUE
74,7,3,483,TRUE
74,7,4,460,TRUE
74,7,5,466,TRUE
74,7,6,444,TRUE
74,7,7,432,TRUE
74,7,8,544,TRUE
74,7,9,492,TRUE
74,7,10,477,TRUE
74,7,11,471,TRUE
74,7,12,493,TRUE
75,0,1,435,FALSE
75,0,2,450,FALSE
75,0,3,466,FALSE
75,0,4,493,FALSE
75,0,5,459,FALSE
75,0,6,452,FALSE
75,0,7,434,FALSE
75,0,8,435,FALSE
75,0,9,424,FALSE
75,0,10,392,FALSE
75,0,11,447,FALSE
75,0,12,405,FALSE
76,0,1,460,FALSE
76,0,2,468,FALSE
76,0,3,472,FALSE
76,0,4,476,FALSE
76,0,5,482,FALSE
76,0,6,460,FALSE
76,0,7,464,FALSE
76,0,8,434,FALSE
76,0,9,416,FALSE
76,0,10,395,FALSE
76,0,11,403,FALSE
76,0,12,401,FALSE
77,5,1,443,TRUE
77,5,2,464,TRUE
77,5,3,466,TRUE
77,5,4,467,TRUE
77,5,5,497,TRUE
77,5,6,523,TRUE
77,5,7,549,TRUE
77,5,8,543,TRUE
77,5,9,475,TRUE
77,5,10,497,TRUE
77,5,11,467,TRUE
77,5,12,483,TRUE
78,2,1,479,TRUE
78,2,2,520,TRUE
78,2,3,556,TRUE
78,2,4,579,TRUE
78,2,5,554,TRUE
78,2,6,558,TRUE
78,2,7,499,TRUE
78,2,8,529,TRUE
78,2,9,544,TRUE
78,2,10,479,TRUE
78,2,11,486,TRUE
78,2,12,441,TRUE
79,5,1,484,TRUE
79,5,2,448,TRUE
79,5,3,466,TRUE
79,5,4,463,TRUE
79,5,5,474,TRUE
79,5,6,544,TRUE
79,5,7,516,TRUE
79,5,8,529,TRUE
79,5,9,509,TRUE
79,5,10,499,TRUE
79,5,11,487,TRUE
79,5,12,488,TRUE
80,0,1,466,FALSE
80,0,2,471,FALSE
80,0,3,453,FALSE
80,0,4,457,FALSE
80,0,5,423,FALSE
80,0,6,449,FALSE
80,0,7,458,FALSE
80,0,8,414,FALSE
80,0,9,419,FALSE
80,0,10,427,FALSE
80,0,11,429,FALSE
80,0,12,398,FALSE
81,10,1,439,TRUE
81,10,2,481,TRUE
81,10,3,431,TRUE
81,10,4,432,TRUE
81,10,5,481,TRUE
81,10,6,432,TRUE
81,10,7,466,TRUE
81,10,8,387,TRUE
81,10,9,387,TRUE
81,10,10,382,TRUE
81,10,11,497,TRUE
81,10,12,489,TRUE
82,9,1,507,TRUE
82,9,2,465,TRUE
82,9,3,505,TRUE
82,9,4,448,TRUE
82,9,5,427,TRUE
82,9,6,432,TRUE
82,9,7,410,TRUE
82,9,8,456,TRUE
82,9,9,397,TRUE
82,9,10,498,TRUE
82,9,11,491,TRUE
82,9,12,478,TRUE
83,9,1,505,TRUE
83,9,2,452,TRUE
83,9,3,489,TRUE
83,9,4,466,TRUE
83,9,5,459,TRUE
83,9,6,478,TRUE
83,9,7,415,TRUE
83,9,8,446,TRUE
83,9,9,412,TRUE
83,9,10,517,TRUE
83,9,11,494,TRUE
83,9,12,476,TRUE
84,1,1,459,TRUE
84,1,2,577,TRUE
84,1,3,588,TRUE
84,1,4,550,TRUE
84,1,5,540,TRUE
84,1,6,524,TRUE
84,1,7,523,TRUE
84,1,8,551,TRUE
84,1,9,500,TRUE
84,1,10,473,TRUE
84,1,11,465,TRUE
84,1,12,457,TRUE
85,9,1,458,TRUE
85,9,2,427,TRUE
85,9,3,498,TRUE
85,9,4,486,TRUE
85,9,5,492,TRUE
85,9,6,452,TRUE
85,9,7,410,TRUE
85,9,8,415,TRUE
85,9,9,376,TRUE
85,9,10,528,TRUE
85,9,11,476,TRUE
85,9,12,481,TRUE
86,0,1,491,FALSE
86,0,2,479,FALSE
86,0,3,450,FALSE
86,0,4,448,FALSE
86,0,5,462,FALSE
86,0,6,436,FALSE
86,0,7,418,FALSE
86,0,8,431,FALSE
86,0,9,398,FALSE
86,0,10,383,FALSE
86,0,11,378,FALSE
86,0,12,397,FALSE
87,9,1,474,TRUE
87,9,2,494,TRUE
87,9,3,479,TRUE
87,9,4,447,TRUE
87,9,5,419,TRUE
87,9,6,474,TRUE
87,9,7,359,TRUE
87,9,8,421,TRUE
87,9,9,406,TRUE
87,9,10,499,TRUE
87,9,11,466,TRUE
87,9,12,518,TRUE
88,8,1,468,TRUE
88,8,2,459,TRUE
88,8,3,432,TRUE
88,8,4,410,TRUE
88,8,5,469,TRUE
88,8,6,434,TRUE
88,8,7,442,TRUE
88,8,8,424,TRUE
88,8,9,497,TRUE
88,8,10,512,TRUE
88,8,11,546,TRUE
88,8,12,473,TRUE
89,0,1,512,FALSE
89,0,2,464,FALSE
89,0,3,440,FALSE
89,0,4,436,FALSE
89,0,5,455,FALSE
89,0,6,430,FALSE
89,0,7,423,FALSE
89,0,8,413,FALSE
89,0,9,430,FALSE
89,0,10,396,FALSE
89,0,11,383,FALSE
89,0,12,370,FALSE
90,8,1,497,TRUE
90,8,2,493,TRUE
90,8,3,437,TRUE
90,8,4,463,TRUE
90,8,5,424,TRUE
90,8,6,461,TRUE
